"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","regulation of high voltage-gated calcium channel activity","GO:1901841","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","secondary heart field specification","GO:0003139","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","pyrimidine deoxyribonucleoside monophosphate metabolic process","GO:0009176","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","long-chain fatty acid metabolic process","GO:0001676","0.39449358140429897","0.4039600585721068","109","1323","10","21026",
"GO:BP","heme a metabolic process","GO:0046160","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","UV protection","GO:0009650","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","lipid glycosylation","GO:0030259","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","mRNA catabolic process","GO:0006402","0.39449358140429897","0.4039600585721068","261","1323","21","21026",
"GO:BP","L-aspartate transmembrane transport","GO:0070778","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","regulation of basement membrane organization","GO:0110011","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","regulation of resting membrane potential","GO:0060075","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","action potential propagation","GO:0098870","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","protein deneddylation","GO:0000338","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","lung secretory cell differentiation","GO:0061140","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","oxalate transport","GO:0019532","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","positive regulation of steroid hormone secretion","GO:2000833","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","regulation of dendritic cell differentiation","GO:2001198","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","negative regulation of cell growth involved in cardiac muscle cell development","GO:0061052","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","negative regulation of humoral immune response mediated by circulating immunoglobulin","GO:0002924","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","elastic fiber assembly","GO:0048251","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","phosphatidylethanolamine acyl-chain remodeling","GO:0036152","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","negative regulation of insulin secretion involved in cellular response to glucose stimulus","GO:0061179","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","fibroblast proliferation","GO:0048144","0.39449358140429897","0.4039600585721068","109","1323","10","21026",
"GO:BP","epinephrine transport","GO:0048241","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","positive regulation of adaptive immune response","GO:0002821","0.39449358140429897","0.4039600585721068","136","1323","12","21026",
"GO:BP","Bergmann glial cell differentiation","GO:0060020","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","establishment or maintenance of transmembrane electrochemical gradient","GO:0010248","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","negative regulation of cell cycle process","GO:0010948","0.39449358140429897","0.4039600585721068","289","1323","23","21026",
"GO:BP","GTP biosynthetic process","GO:0006183","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","sphingomyelin biosynthetic process","GO:0006686","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","complement-dependent cytotoxicity","GO:0097278","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","mitotic spindle midzone assembly","GO:0051256","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","osteoclast proliferation","GO:0002158","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","aldosterone biosynthetic process","GO:0032342","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","fever generation","GO:0001660","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","negative regulation of catabolic process","GO:0009895","0.39449358140429897","0.4039600585721068","361","1323","28","21026",
"GO:BP","regulation of mitotic sister chromatid segregation","GO:0033047","0.39449358140429897","0.4039600585721068","57","1323","6","21026",
"GO:BP","ER overload response","GO:0006983","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","GDP metabolic process","GO:0046710","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","regulation of metallopeptidase activity","GO:1905048","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","response to mercury ion","GO:0046689","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","trachea morphogenesis","GO:0060439","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","negative regulation of neuroblast proliferation","GO:0007406","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","MDA-5 signaling pathway","GO:0039530","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","heme A biosynthetic process","GO:0006784","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","purine deoxyribonucleoside monophosphate metabolic process","GO:0009170","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","omega-hydroxylase P450 pathway","GO:0097267","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","glomerular basement membrane development","GO:0032836","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","nuclear mRNA surveillance","GO:0071028","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","bronchus development","GO:0060433","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","ribonucleotide catabolic process","GO:0009261","0.39449358140429897","0.4039600585721068","136","1323","12","21026",
"GO:BP","estrogen biosynthetic process","GO:0006703","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","postsynaptic specialization organization","GO:0099084","0.39449358140429897","0.4039600585721068","57","1323","6","21026",
"GO:BP","protein localization to cell cortex","GO:0072697","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","regulation of synaptic vesicle priming","GO:0010807","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","establishment of endothelial intestinal barrier","GO:0090557","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","epithelial cell differentiation involved in prostate gland development","GO:0060742","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","histone mRNA catabolic process","GO:0071044","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","regulation of excretion","GO:0044062","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","pericyte cell differentiation","GO:1904238","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","regulation of T-helper 1 cell differentiation","GO:0045625","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","prostate gland growth","GO:0060736","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","choline transport","GO:0015871","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","bone trabecula formation","GO:0060346","0.39449358140429897","0.4039600585721068","11","1323","2","21026",
"GO:BP","cell communication by electrical coupling","GO:0010644","0.39492103087596225","0.40348973800268506","33","1323","4","21026",
"GO:BP","dendritic spine organization","GO:0097061","0.39492103087596225","0.40348973800268506","83","1323","8","21026",
"GO:BP","cellular component disassembly involved in execution phase of apoptosis","GO:0006921","0.39492103087596225","0.40348973800268506","33","1323","4","21026",
"GO:BP","negative regulation of NF-kappaB transcription factor activity","GO:0032088","0.39492103087596225","0.40348973800268506","70","1323","7","21026",
"GO:BP","muscle tissue morphogenesis","GO:0060415","0.39492103087596225","0.40348973800268506","70","1323","7","21026",
"GO:BP","positive regulation of excitatory postsynaptic potential","GO:2000463","0.39492103087596225","0.40348973800268506","33","1323","4","21026",
"GO:BP","regulation of fatty acid biosynthetic process","GO:0042304","0.39492103087596225","0.40348973800268506","45","1323","5","21026",
"GO:BP","circadian regulation of gene expression","GO:0032922","0.39492103087596225","0.40348973800268506","70","1323","7","21026",
"GO:BP","L-glutamate transmembrane transport","GO:0015813","0.39492103087596225","0.40348973800268506","33","1323","4","21026",
"GO:BP","behavioral defense response","GO:0002209","0.39492103087596225","0.40348973800268506","45","1323","5","21026",
"GO:BP","lymphocyte apoptotic process","GO:0070227","0.39492103087596225","0.40348973800268506","83","1323","8","21026",
"GO:BP","positive regulation of osteoblast differentiation","GO:0045669","0.39492103087596225","0.40348973800268506","70","1323","7","21026",
"GO:BP","mesodermal cell differentiation","GO:0048333","0.39492103087596225","0.40348973800268506","33","1323","4","21026",
"GO:BP","regulation of cell fate commitment","GO:0010453","0.39492103087596225","0.40348973800268506","45","1323","5","21026",
"GO:BP","membrane invagination","GO:0010324","0.39492103087596225","0.40348973800268506","70","1323","7","21026",
"GO:BP","regulation of actin filament-based process","GO:0032970","0.39492103087596225","0.40348973800268506","376","1323","29","21026",
"GO:BP","pyrimidine ribonucleotide metabolic process","GO:0009218","0.39492103087596225","0.40348973800268506","33","1323","4","21026",
"GO:BP","telomere maintenance in response to DNA damage","GO:0043247","0.39492103087596225","0.40348973800268506","33","1323","4","21026",
"GO:BP","intrinsic apoptotic signaling pathway by p53 class mediator","GO:0072332","0.39492103087596225","0.40348973800268506","83","1323","8","21026",
"GO:BP","negative regulation of response to endoplasmic reticulum stress","GO:1903573","0.39492103087596225","0.40348973800268506","45","1323","5","21026",
"GO:BP","alpha-beta T cell lineage commitment","GO:0002363","0.39492103087596225","0.40348973800268506","33","1323","4","21026",
"GO:BP","positive regulation of leukocyte chemotaxis","GO:0002690","0.39492103087596225","0.40348973800268506","96","1323","9","21026",
"GO:BP","osteoblast proliferation","GO:0033687","0.39492103087596225","0.40348973800268506","33","1323","4","21026",
"GO:BP","regulation of glucose metabolic process","GO:0010906","0.39492103087596225","0.40348973800268506","96","1323","9","21026",
"GO:BP","aminoglycan catabolic process","GO:0006026","0.39492103087596225","0.40348973800268506","33","1323","4","21026",
"GO:BP","cardiac ventricle morphogenesis","GO:0003208","0.39492103087596225","0.40348973800268506","70","1323","7","21026",
"GO:BP","vesicle targeting, to, from or within Golgi","GO:0048199","0.39492103087596225","0.40348973800268506","33","1323","4","21026",
"GO:BP","neurotransmitter uptake","GO:0001504","0.39492103087596225","0.40348973800268506","45","1323","5","21026",
"GO:BP","hair follicle morphogenesis","GO:0031069","0.39492103087596225","0.40348973800268506","33","1323","4","21026",
"GO:BP","regulation of cellular senescence","GO:2000772","0.39492103087596225","0.40348973800268506","45","1323","5","21026",
"GO:BP","Ras protein signal transduction","GO:0007265","0.3963606728107962","0.4019094430579936","123","1323","11","21026",
"GO:BP","defense response to virus","GO:0051607","0.39680686753732214","0.4014208201172698","319","1323","25","21026",
"GO:BP","negative regulation of lymphocyte activation","GO:0051250","0.3972079422616805","0.40098207627449917","164","1323","14","21026",
"GO:BP","modified amino acid metabolic process","GO:0006575","0.3992911294973771","0.39871033782252285","178","1323","15","21026",
"GO:BP","mitochondrial transport","GO:0006839","0.3992911294973771","0.39871033782252285","178","1323","15","21026",
"GO:BP","sister chromatid segregation","GO:0000819","0.39936828977071","0.39862642149917793","234","1323","19","21026",
"GO:BP","intracellular receptor signaling pathway","GO:0030522","0.39936828977071","0.39862642149917793","377","1323","29","21026",
"GO:BP","spermatid differentiation","GO:0048515","0.39936828977071","0.39862642149917793","234","1323","19","21026",
"GO:BP","establishment or maintenance of cell polarity","GO:0007163","0.39936828977071","0.39862642149917793","234","1323","19","21026",
"GO:BP","regulation of leukocyte cell-cell adhesion","GO:1903037","0.39936828977071","0.39862642149917793","377","1323","29","21026",
"GO:BP","cellular response to metal ion","GO:0071248","0.39970733575233275","0.3982578811431384","192","1323","16","21026",
"GO:BP","bone development","GO:0060348","0.39970733575233275","0.3982578811431384","220","1323","18","21026",
"GO:BP","visual perception","GO:0007601","0.39970733575233275","0.3982578811431384","220","1323","18","21026",
"GO:BP","phospholipase C-activating G protein-coupled receptor signaling pathway","GO:0007200","0.40133184778257636","0.39649637535854704","137","1323","12","21026",
"GO:BP","camera-type eye development","GO:0043010","0.4026454732916189","0.3950771790638475","363","1323","28","21026",
"GO:BP","regulation of protein-containing complex assembly","GO:0043254","0.40270087810612687","0.39501742339423307","421","1323","32","21026",
"GO:BP","peptidyl-amino acid modification","GO:0018193","0.40449623614292324","0.39308551516410495","686","1323","50","21026",
"GO:BP","neuron projection regeneration","GO:0031102","0.4045001226961144","0.3930813423181184","58","1323","6","21026",
"GO:BP","maternal process involved in female pregnancy","GO:0060135","0.4045001226961144","0.3930813423181184","58","1323","6","21026",
"GO:BP","heterochromatin formation","GO:0031507","0.4045001226961144","0.3930813423181184","151","1323","13","21026",
"GO:BP","cAMP-mediated signaling","GO:0019933","0.4045001226961144","0.3930813423181184","58","1323","6","21026",
"GO:BP","ovarian follicle development","GO:0001541","0.4045001226961144","0.3930813423181184","58","1323","6","21026",
"GO:BP","smoothened signaling pathway","GO:0007224","0.4045001226961144","0.3930813423181184","151","1323","13","21026",
"GO:BP","pigment biosynthetic process","GO:0046148","0.4045001226961144","0.3930813423181184","58","1323","6","21026",
"GO:BP","regulation of epithelial cell apoptotic process","GO:1904035","0.4045001226961144","0.3930813423181184","58","1323","6","21026",
"GO:BP","keratinocyte proliferation","GO:0043616","0.4045001226961144","0.3930813423181184","58","1323","6","21026",
"GO:BP","vesicle docking","GO:0048278","0.4045001226961144","0.3930813423181184","58","1323","6","21026",
"GO:BP","negative regulation of lymphocyte mediated immunity","GO:0002707","0.4045001226961144","0.3930813423181184","58","1323","6","21026",
"GO:BP","regulation of postsynapse organization","GO:0099175","0.4045001226961144","0.3930813423181184","151","1323","13","21026",
"GO:BP","regulation of cold-induced thermogenesis","GO:0120161","0.4045001226961144","0.3930813423181184","151","1323","13","21026",
"GO:BP","hippocampus development","GO:0021766","0.4050425006973899","0.3924994043163449","97","1323","9","21026",
"GO:BP","regulation of neurogenesis","GO:0050767","0.4051019866885113","0.3924356269577546","378","1323","29","21026",
"GO:BP","negative regulation of muscle contraction","GO:0045932","0.40517947574066177","0.3923525618268837","22","1323","3","21026",
"GO:BP","organ induction","GO:0001759","0.40517947574066177","0.3923525618268837","22","1323","3","21026",
"GO:BP","mannosylation","GO:0097502","0.40517947574066177","0.3923525618268837","22","1323","3","21026",
"GO:BP","regulation of appetite","GO:0032098","0.40517947574066177","0.3923525618268837","22","1323","3","21026",
"GO:BP","melanosome transport","GO:0032402","0.40517947574066177","0.3923525618268837","22","1323","3","21026",
"GO:BP","regulatory ncRNA-mediated heterochromatin formation","GO:0031048","0.40517947574066177","0.3923525618268837","22","1323","3","21026",
"GO:BP","cellular response to lectin","GO:1990858","0.40517947574066177","0.3923525618268837","22","1323","3","21026",
"GO:BP","stimulatory C-type lectin receptor signaling pathway","GO:0002223","0.40517947574066177","0.3923525618268837","22","1323","3","21026",
"GO:BP","response to lectin","GO:1990840","0.40517947574066177","0.3923525618268837","22","1323","3","21026",
"GO:BP","neuron intrinsic apoptotic signaling pathway in response to oxidative stress","GO:0036480","0.40517947574066177","0.3923525618268837","22","1323","3","21026",
"GO:BP","meiotic spindle organization","GO:0000212","0.40517947574066177","0.3923525618268837","22","1323","3","21026",
"GO:BP","protein localization to cell-cell junction","GO:0150105","0.40517947574066177","0.3923525618268837","22","1323","3","21026",
"GO:BP","pyrimidine nucleoside monophosphate metabolic process","GO:0009129","0.40517947574066177","0.3923525618268837","22","1323","3","21026",
"GO:BP","regulation of skeletal muscle cell differentiation","GO:2001014","0.40517947574066177","0.3923525618268837","22","1323","3","21026",
"GO:BP","negative regulation of mRNA splicing, via spliceosome","GO:0048025","0.40517947574066177","0.3923525618268837","22","1323","3","21026",
"GO:BP","Sertoli cell differentiation","GO:0060008","0.40517947574066177","0.3923525618268837","22","1323","3","21026",
"GO:BP","detection of light stimulus involved in visual perception","GO:0050908","0.40517947574066177","0.3923525618268837","22","1323","3","21026",
"GO:BP","detection of light stimulus involved in sensory perception","GO:0050962","0.40517947574066177","0.3923525618268837","22","1323","3","21026",
"GO:BP","store-operated calcium entry","GO:0002115","0.40517947574066177","0.3923525618268837","22","1323","3","21026",
"GO:BP","establishment of apical/basal cell polarity","GO:0035089","0.40517947574066177","0.3923525618268837","22","1323","3","21026",
"GO:BP","regulation of bicellular tight junction assembly","GO:2000810","0.40517947574066177","0.3923525618268837","22","1323","3","21026",
"GO:BP","negative regulation of monoatomic ion transmembrane transport","GO:0034766","0.40548533291177963","0.3920248503324359","84","1323","8","21026",
"GO:BP","chromosome separation","GO:0051304","0.40548533291177963","0.3920248503324359","84","1323","8","21026",
"GO:BP","positive regulation of phagocytosis","GO:0050766","0.40566296233152677","0.39183464225703124","71","1323","7","21026",
"GO:BP","positive chemotaxis","GO:0050918","0.40566296233152677","0.39183464225703124","71","1323","7","21026",
"GO:BP","alpha-beta T cell activation","GO:0046631","0.405826596305525","0.3916594943893449","193","1323","16","21026",
"GO:BP","cell projection assembly","GO:0030031","0.40600497488291404","0.39146864486871563","613","1323","45","21026",
"GO:BP","spindle assembly involved in female meiosis","GO:0007056","0.4064747041421955","0.3909664763756691","12","1323","2","21026",
"GO:BP","UTP metabolic process","GO:0046051","0.4064747041421955","0.3909664763756691","12","1323","2","21026",
"GO:BP","TRAM-dependent toll-like receptor 4 signaling pathway","GO:0035669","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","ascorbate homeostasis","GO:0140576","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","regulation of cytoplasmic translational elongation","GO:1900247","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","cholesterol storage","GO:0010878","0.4064747041421955","0.3909664763756691","23","1323","3","21026",
"GO:BP","tyrosine phosphorylation of STAT protein","GO:0007260","0.4064747041421955","0.3909664763756691","60","1323","6","21026",
"GO:BP","regulation of voltage-gated calcium channel activity","GO:1901385","0.4064747041421955","0.3909664763756691","23","1323","3","21026",
"GO:BP","response to manganese-induced endoplasmic reticulum stress","GO:1990737","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","cytoplasm protein quality control by the ubiquitin-proteasome system","GO:0071629","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","plasma membrane bounded cell projection assembly","GO:0120031","0.4064747041421955","0.3909664763756691","600","1323","44","21026",
"GO:BP","positive regulation of synaptic vesicle clustering","GO:2000809","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","sphingoid metabolic process","GO:0046519","0.4064747041421955","0.3909664763756691","23","1323","3","21026",
"GO:BP","NAD-cap decapping","GO:0110155","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","positive regulation of bile acid metabolic process","GO:1904253","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","regulation of meiotic cell cycle phase transition","GO:1901993","0.4064747041421955","0.3909664763756691","12","1323","2","21026",
"GO:BP","negative regulation of mesodermal cell fate specification","GO:0042662","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","reciprocal homologous recombination","GO:0140527","0.4064747041421955","0.3909664763756691","60","1323","6","21026",
"GO:BP","leukocyte degranulation","GO:0043299","0.4064747041421955","0.3909664763756691","85","1323","8","21026",
"GO:BP","magnesium ion homeostasis","GO:0010960","0.4064747041421955","0.3909664763756691","12","1323","2","21026",
"GO:BP","aminergic neurotransmitter loading into synaptic vesicle","GO:0015842","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","positive regulation of anaphase-promoting complex-dependent catabolic process","GO:1905786","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","protein localization to microtubule plus-end","GO:1904825","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","mineralocorticoid biosynthetic process","GO:0006705","0.4064747041421955","0.3909664763756691","12","1323","2","21026",
"GO:BP","action potential initiation","GO:0099610","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","peptidoglycan transport","GO:0015835","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","negative regulation of calcium import into the mitochondrion","GO:0110099","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","aorta morphogenesis","GO:0035909","0.4064747041421955","0.3909664763756691","34","1323","4","21026",
"GO:BP","renal filtration cell differentiation","GO:0061318","0.4064747041421955","0.3909664763756691","23","1323","3","21026",
"GO:BP","negative stranded viral RNA replication","GO:0039689","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","negative regulation of T cell proliferation","GO:0042130","0.4064747041421955","0.3909664763756691","73","1323","7","21026",
"GO:BP","protoporphyrinogen IX metabolic process","GO:0046501","0.4064747041421955","0.3909664763756691","12","1323","2","21026",
"GO:BP","positive regulation of lymphangiogenesis","GO:1901492","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","regulation of platelet-derived growth factor receptor signaling pathway","GO:0010640","0.4064747041421955","0.3909664763756691","23","1323","3","21026",
"GO:BP","mesenchymal cell proliferation","GO:0010463","0.4064747041421955","0.3909664763756691","47","1323","5","21026",
"GO:BP","cellular response to antibiotic","GO:0071236","0.4064747041421955","0.3909664763756691","12","1323","2","21026",
"GO:BP","negative regulation of mesodermal cell differentiation","GO:1905771","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","tear secretion","GO:0070075","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","axon extension involved in regeneration","GO:0048677","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","T-helper 1 cell activation","GO:0035711","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","axon extension","GO:0048675","0.4064747041421955","0.3909664763756691","113","1323","10","21026",
"GO:BP","reciprocal meiotic recombination","GO:0007131","0.4064747041421955","0.3909664763756691","60","1323","6","21026",
"GO:BP","L-ascorbic acid transmembrane transport","GO:0015882","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","regulation of nitrogen utilization","GO:0006808","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","epidermal cell division","GO:0010481","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","susceptibility to natural killer cell mediated cytotoxicity","GO:0042271","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","regulation of natural killer cell mediated cytotoxicity","GO:0042269","0.4064747041421955","0.3909664763756691","46","1323","5","21026",
"GO:BP","negative regulation of stem cell proliferation","GO:2000647","0.4064747041421955","0.3909664763756691","23","1323","3","21026",
"GO:BP","sphinganine metabolic process","GO:0006667","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","anterior neural tube closure","GO:0061713","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","establishment of skin barrier","GO:0061436","0.4064747041421955","0.3909664763756691","35","1323","4","21026",
"GO:BP","RNA repair","GO:0042245","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","endomitotic cell cycle","GO:0007113","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","positive regulation of protein localization to chromatin","GO:0120187","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","positive regulation of sodium ion transmembrane transporter activity","GO:2000651","0.4064747041421955","0.3909664763756691","12","1323","2","21026",
"GO:BP","negative regulation of smooth muscle cell chemotaxis","GO:0071672","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","protein localization to microtubule end","GO:1905725","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","negative regulation of peptidase activity","GO:0010466","0.4064747041421955","0.3909664763756691","35","1323","4","21026",
"GO:BP","purine nucleotide catabolic process","GO:0006195","0.4064747041421955","0.3909664763756691","138","1323","12","21026",
"GO:BP","positive regulation of tetrapyrrole biosynthetic process","GO:1901465","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","regulation of developmental growth","GO:0048638","0.4064747041421955","0.3909664763756691","310","1323","24","21026",
"GO:BP","positive regulation of vasculogenesis","GO:2001214","0.4064747041421955","0.3909664763756691","12","1323","2","21026",
"GO:BP","positive regulation of circadian sleep/wake cycle, wakefulness","GO:0010841","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","uracil transport","GO:0015857","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","acetylcholine catabolic process","GO:0006581","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","prostanoid catabolic process","GO:0062232","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","positive regulation of bile acid biosynthetic process","GO:0070859","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","negative regulation of long-term synaptic depression","GO:1900453","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","tRNA transcription by RNA polymerase III","GO:0042797","0.4064747041421955","0.3909664763756691","12","1323","2","21026",
"GO:BP","secretion by lung epithelial cell involved in lung growth","GO:0061033","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","regulation of cartilage development","GO:0061035","0.4064747041421955","0.3909664763756691","72","1323","7","21026",
"GO:BP","glycerophospholipid biosynthetic process","GO:0046474","0.4064747041421955","0.3909664763756691","210","1323","17","21026",
"GO:BP","seryl-tRNA aminoacylation","GO:0006434","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","protein targeting to lysosome involved in chaperone-mediated autophagy","GO:0061740","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","arginyl-tRNA aminoacylation","GO:0006420","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","tRNA stabilization","GO:0036416","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","regulation of tRNA stability","GO:0036415","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","CD4-positive or CD8-positive, alpha-beta T cell lineage commitment","GO:0043369","0.4064747041421955","0.3909664763756691","35","1323","4","21026",
"GO:BP","pyruvate catabolic process","GO:0042867","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","cold-induced thermogenesis","GO:0106106","0.4064747041421955","0.3909664763756691","153","1323","13","21026",
"GO:BP","response to mycotoxin","GO:0010046","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","cellular response to xenobiotic stimulus","GO:0071466","0.4064747041421955","0.3909664763756691","196","1323","16","21026",
"GO:BP","regulation of mesenchymal cell proliferation","GO:0010464","0.4064747041421955","0.3909664763756691","34","1323","4","21026",
"GO:BP","glucoside transport","GO:0042946","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","regulation of vascular wound healing","GO:0061043","0.4064747041421955","0.3909664763756691","12","1323","2","21026",
"GO:BP","neuron projection maintenance","GO:1990535","0.4064747041421955","0.3909664763756691","12","1323","2","21026",
"GO:BP","regulation of vascular endothelial growth factor production","GO:0010574","0.4064747041421955","0.3909664763756691","34","1323","4","21026",
"GO:BP","sperm capacitation","GO:0048240","0.4064747041421955","0.3909664763756691","34","1323","4","21026",
"GO:BP","regulation of protein refolding","GO:0061083","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","tRNA export from nucleus","GO:0006409","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","negative regulation of CD8-positive, alpha-beta T cell differentiation","GO:0043377","0.4064747041421955","0.3909664763756691","3","1323","1","21026",
"GO:BP","regulation of skeletal muscle satellite cell proliferation","GO:0014842","0.4064747041421955","0.3909664763756691","12","1323","2","21026",
